,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
503,Cam Reddish,SF,24,LAL,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7
504,Paul Reed,C,24,PHI,53,17,17.3,2.8,5.2,.544,0.2,0.6,.313,2.6,4.6,.574,.562,0.6,0.8,.714,2.1,3.2,5.3,1.2,0.7,0.8,0.7,2.3,6.4
505,Naz Reid,C,24,MIN,53,0,22.5,4.7,9.5,.489,1.9,4.6,.415,2.7,4.9,.560,.590,1.1,1.4,.760,0.9,3.8,4.6,1.1,0.7,0.7,1.2,2.0,12.3
506,Jared Rhoden,SG,24,DET,6,0,7.0,1.0,1.8,.545,0.2,0.7,.250,0.8,1.2,.714,.591,0.3,0.3,1.000,0.2,0.7,0.8,0.7,0.0,0.3,0.5,0.7,2.5
507,Nick Richards,C,26,CHO,44,31,25.8,3.8,5.5,.686,0.0,0.0,,3.8,5.5,.686,.686,2.1,2.9,.732,2.6,5.3,8.0,0.9,0.3,1.3,1.1,2.7,9.7
508,Josh Richardson,SG,30,MIA,43,6,25.7,3.6,8.1,.444,1.5,4.4,.347,2.0,3.7,.561,.539,1.2,1.3,.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9
509,Duncan Robinson,SF,29,MIA,48,17,27.3,4.5,10.0,.450,2.7,6.8,.397,1.8,3.2,.561,.584,1.3,1.5,.887,0.2,2.2,2.4,2.8,0.6,0.2,1.4,2.3,13.0
510,Jerome Robinson,SG,26,GSW,9,0,3.3,0.0,1.0,.000,0.0,0.6,.000,0.0,0.4,.000,.000,0.4,0.7,.667,0.1,0.2,0.3,0.2,0.0,0.1,0.0,0.1,0.4
511,Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2
512,Orlando Robinson,C,23,MIA,23,7,10.2,1.3,2.7,.508,0.3,0.6,.538,1.0,2.1,.500,.566,0.8,1.0,.750,0.8,2.0,2.8,1.2,0.2,0.3,0.6,1.3,3.8
513,Jeremiah Robinson-Earl,PF,23,NOP,21,1,10.0,1.4,2.8,.517,0.4,1.0,.364,1.0,1.7,.611,.586,0.5,0.5,.909,0.7,1.6,2.3,0.5,0.3,0.1,0.4,0.7,3.7
514,David Roddy,PF,22,MEM,48,13,23.2,3.2,8.0,.402,1.0,3.3,.301,2.3,4.8,.470,.462,1.0,1.4,.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4
515,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
516,Derrick Rose,PG,35,MEM,20,7,17.4,3.4,7.4,.453,0.8,2.0,.385,2.6,5.5,.477,.503,1.1,1.2,.917,0.4,1.6,1.9,3.4,0.4,0.1,1.3,1.0,8.6
517,Terry Rozier,SG-PG,29,TOT,40,39,34.1,7.5,16.9,.440,2.4,7.0,.337,5.1,10.0,.513,.510,3.3,3.8,.863,0.7,3.4,4.1,6.4,1.0,0.4,1.9,1.8,20.6
518,Terry Rozier,SG,29,CHO,30,30,35.5,8.4,18.3,.459,2.8,7.7,.358,5.6,10.6,.533,.535,3.6,4.3,.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2
519,Terry Rozier,PG,29,MIA,10,9,29.9,4.6,12.8,.359,1.1,4.7,.234,3.5,8.1,.432,.402,2.3,2.4,.958,1.0,3.5,4.5,5.6,0.8,0.2,1.1,1.9,12.6
520,Rayan Rupert,SG,19,POR,16,0,7.4,0.9,2.7,.349,0.4,1.1,.412,0.5,1.6,.308,.430,0.3,0.5,.625,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,2.6
521,D'Angelo Russell,PG,27,LAL,49,42,31.2,6.4,13.8,.465,2.7,6.4,.418,3.7,7.3,.507,.563,2.0,2.5,.810,0.4,2.3,2.7,6.2,0.8,0.5,1.9,2.1,17.5
522,Matt Ryan,SF,26,NOP,14,1,21.6,2.7,6.1,.447,2.3,4.9,.471,0.4,1.2,.353,.635,0.9,1.0,.929,0.4,1.9,2.2,1.0,0.4,0.1,1.1,1.7,8.6
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Domantas Sabonis,C,27,SAC,52,52,35.6,8.0,12.8,.623,0.5,1.1,.441,7.5,11.7,.640,.642,3.4,4.9,.692,3.2,10.0,13.2,8.3,0.8,0.5,3.3,3.1,19.9
525,Luka Šamanić,PF,24,UTA,25,0,5.8,0.9,2.4,.367,0.2,0.9,.217,0.7,1.5,.459,.408,0.7,0.8,.810,0.3,1.4,1.7,0.2,0.0,0.1,0.4,0.6,2.6
526,Jermaine Samuels,SF,25,HOU,11,0,4.8,0.7,1.0,.727,0.0,0.2,.000,0.7,0.8,.889,.727,0.2,0.2,1.000,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,1.6
527,Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7
528,Gui Santos,PF,21,GSW,12,0,9.1,1.3,2.7,.469,0.3,1.1,.308,0.9,1.6,.579,.531,1.2,1.3,.933,1.0,1.7,2.7,0.6,0.3,0.2,0.3,1.2,4.0
529,Dario Šarić,C,29,GSW,49,9,19.6,3.3,7.0,.477,1.4,3.6,.408,1.9,3.5,.547,.580,1.5,1.8,.860,1.3,3.9,5.2,2.5,0.6,0.2,1.2,2.1,9.7
530,Olivier Sarr,C,24,OKC,12,0,7.4,0.8,1.5,.556,0.2,0.5,.333,0.7,1.0,.667,.611,0.8,1.1,.692,0.8,2.0,2.8,0.2,0.0,0.5,0.3,1.4,2.6
531,Marcus Sasser,PG,23,DET,47,0,16.2,3.0,6.1,.484,1.2,2.8,.431,1.8,3.3,.529,.582,0.7,0.8,.868,0.1,1.4,1.5,2.9,0.5,0.2,0.9,1.4,7.8
532,Admiral Schofield,PF,26,ORL,12,0,3.8,0.4,1.3,.333,0.2,0.8,.222,0.3,0.5,.500,.400,0.0,0.2,.000,0.1,0.5,0.6,0.3,0.0,0.0,0.3,0.6,1.0
533,Dennis Schröder,PG,30,TOT,52,33,30.5,4.9,11.0,.442,1.5,4.3,.356,3.3,6.7,.499,.512,2.4,2.9,.852,0.4,2.3,2.8,6.3,0.9,0.2,1.6,2.1,13.7
534,Dennis Schröder,PG,30,TOR,51,33,30.6,4.8,11.0,.442,1.5,4.3,.350,3.3,6.6,.501,.511,2.5,2.9,.852,0.4,2.3,2.7,6.1,0.9,0.2,1.6,2.1,13.7
535,Dennis Schröder,PG,30,BRK,1,0,27.0,6.0,13.0,.462,3.0,5.0,.600,3.0,8.0,.375,.577,0.0,0.0,,0.0,3.0,3.0,12.0,0.0,0.0,2.0,4.0,15.0
536,Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8
537,Alperen Şengün,C,21,HOU,52,52,32.5,8.4,15.6,.541,0.5,1.9,.289,7.9,13.7,.576,.559,3.8,5.3,.718,2.7,6.5,9.2,5.0,1.1,0.7,2.6,3.3,21.2
538,Brice Sensabaugh,SF,20,UTA,5,0,2.8,0.4,1.4,.286,0.2,0.4,.500,0.2,1.0,.200,.357,0.0,0.0,,0.2,0.6,0.8,0.4,0.0,0.0,0.2,0.2,1.0
539,Collin Sexton,SG,25,UTA,54,31,24.4,6.0,12.4,.484,1.6,4.0,.391,4.4,8.4,.529,.547,4.0,4.7,.865,0.9,1.7,2.6,4.5,0.7,0.2,1.9,2.0,17.6
540,Landry Shamet,SG,26,WAS,36,0,15.1,2.7,6.1,.447,1.3,3.4,.369,1.5,2.7,.546,.550,0.9,1.1,.795,0.3,1.0,1.3,1.3,0.6,0.2,0.6,1.8,7.6
541,Day'Ron Sharpe,C,22,BRK,37,1,16.0,3.0,5.2,.575,0.0,0.2,.143,3.0,5.0,.591,.578,1.5,2.4,.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5
542,Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9
543,Ben Sheppard,SG,22,IND,32,0,10.5,1.1,2.9,.366,0.5,1.9,.274,0.5,1.0,.548,.457,0.4,0.5,.800,0.2,1.0,1.2,0.8,0.5,0.0,0.2,1.3,3.0
544,Pascal Siakam,PF,29,TOT,53,53,34.3,8.5,15.8,.536,1.2,3.5,.340,7.3,12.2,.593,.575,3.8,5.2,.731,1.5,4.9,6.5,4.8,0.8,0.2,2.0,2.4,21.9
545,Pascal Siakam,PF,29,TOR,39,39,34.7,8.3,16.0,.522,1.2,3.7,.317,7.2,12.3,.584,.559,4.3,5.7,.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2
546,Pascal Siakam,PF,29,IND,14,14,33.1,8.9,15.3,.579,1.3,3.1,.419,7.6,12.2,.620,.621,2.3,3.7,.615,2.0,4.9,6.9,4.6,0.9,0.2,1.8,2.7,21.3
547,Ben Simmons,PG,27,BRK,11,9,25.8,3.4,5.4,.627,0.0,0.0,,3.4,5.4,.627,.627,0.3,0.7,.375,2.4,6.3,8.6,6.4,0.8,0.7,2.2,2.5,7.0
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Anfernee Simons,SG,24,POR,29,29,33.6,8.1,18.3,.442,3.4,8.8,.388,4.7,9.6,.491,.535,3.8,4.2,.909,0.5,3.0,3.5,5.3,0.5,0.1,2.5,2.0,23.4
550,Jericho Sims,C,25,NYK,27,8,10.0,0.8,1.1,.733,0.0,0.0,,0.8,1.1,.733,.733,0.1,0.3,.571,0.9,1.5,2.3,0.3,0.1,0.4,0.3,0.9,1.8
551,Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8
553,Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,Marcus Smart,PG,29,MEM,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
555,Dennis Smith Jr.,PG,26,BRK,36,1,20.2,3.0,6.8,.444,0.5,1.9,.284,2.5,4.9,.506,.484,0.9,1.1,.780,1.1,2.4,3.5,4.0,1.3,0.3,1.2,2.4,7.4
556,Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
557,Ish Smith,PG,35,CHO,43,5,17.2,1.5,3.7,.418,0.1,0.2,.500,1.4,3.5,.413,.430,0.1,0.1,.750,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2
558,Jabari Smith Jr.,PF,20,HOU,48,48,31.6,4.9,10.6,.465,1.7,4.5,.369,3.3,6.1,.536,.543,1.8,2.2,.810,2.0,6.3,8.3,1.4,0.7,0.8,1.3,2.7,13.3
559,Jalen Smith,C,23,IND,38,13,18.1,4.2,6.7,.632,1.2,2.4,.484,3.1,4.3,.716,.719,1.2,1.7,.703,1.6,4.0,5.6,1.0,0.3,0.7,0.8,2.3,10.8
560,Nick Smith Jr.,SG,19,CHO,36,0,15.9,2.4,6.0,.406,1.4,3.1,.451,1.0,2.9,.356,.523,0.3,0.4,.846,0.4,1.1,1.5,1.3,0.2,0.2,0.9,1.3,6.6
561,Terquavion Smith,PG,21,PHI,10,0,6.5,1.6,3.9,.410,1.2,3.0,.400,0.4,0.9,.444,.564,0.2,0.3,.667,0.0,0.2,0.2,1.0,0.7,0.0,0.4,0.4,4.6
562,Jeremy Sochan,PF,20,SAS,54,53,29.5,4.5,10.1,.442,0.9,2.8,.333,3.5,7.3,.485,.489,1.5,1.9,.779,1.8,4.3,6.1,3.6,0.7,0.5,1.9,2.3,11.4
563,Jaden Springer,SG,21,PHI,32,1,11.8,1.4,3.7,.390,0.3,1.2,.216,1.2,2.5,.469,.424,0.9,1.1,.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0
564,Lamar Stevens,PF,26,TOT,20,1,7.4,1.3,2.8,.473,0.2,0.5,.333,1.2,2.3,.500,.500,0.4,0.6,.727,0.7,1.3,1.9,0.4,0.3,0.4,0.6,0.9,3.2
565,Lamar Stevens,PF,26,BOS,19,1,6.4,1.1,2.4,.467,0.2,0.4,.375,0.9,1.9,.486,.500,0.4,0.6,.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8
566,Lamar Stevens,PF,26,MEM,1,0,26.0,5.0,10.0,.500,0.0,1.0,.000,5.0,9.0,.556,.500,0.0,0.0,,1.0,6.0,7.0,0.0,0.0,2.0,2.0,3.0,10.0
567,Isaiah Stewart,PF,22,DET,35,34,30.6,4.1,8.6,.470,1.4,3.7,.374,2.7,4.9,.544,.551,1.5,2.0,.746,1.8,5.0,6.8,1.7,0.4,0.8,1.5,2.5,11.0
568,Julian Strawther,SF,21,DEN,35,0,13.9,2.1,5.6,.378,1.1,3.5,.309,1.0,2.1,.493,.474,0.5,0.7,.720,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.8
569,Max Strus,SF,27,CLE,52,52,32.3,4.4,10.8,.410,2.4,7.2,.339,2.0,3.7,.550,.522,1.0,1.2,.781,0.9,4.1,5.0,3.7,0.9,0.5,1.5,2.6,12.3
570,Jalen Suggs,SG,22,ORL,49,49,26.8,4.4,9.8,.447,2.0,5.2,.387,2.3,4.6,.516,.550,1.5,2.0,.760,0.7,2.6,3.2,2.4,1.4,0.6,1.9,2.8,12.2
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Cole Swider,SF,24,MIA,9,0,4.9,1.0,2.3,.429,0.6,1.7,.333,0.4,0.7,.667,.548,0.0,0.0,,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.2,2.6
573,Jae'Sean Tate,SF,28,HOU,50,9,17.5,1.8,3.8,.473,0.4,1.3,.299,1.4,2.4,.570,.527,0.4,0.6,.714,1.0,2.3,3.3,1.1,0.7,0.2,0.4,2.4,4.4
574,Jayson Tatum,PF,25,BOS,50,50,35.9,9.2,19.4,.474,3.0,8.4,.362,6.2,11.0,.560,.553,5.6,6.8,.820,0.9,7.6,8.5,4.7,1.0,0.6,2.5,2.0,27.0
575,Terry Taylor,PF,24,CHI,18,0,7.3,0.8,1.6,.536,0.1,0.4,.143,0.8,1.2,.667,.554,0.1,0.1,1.000,0.8,0.7,1.5,0.3,0.2,0.1,0.4,0.7,1.8
576,Garrett Temple,SG,37,TOR,16,0,4.3,0.5,1.3,.381,0.1,0.6,.222,0.4,0.8,.500,.429,0.3,0.4,.833,0.3,0.4,0.7,0.4,0.2,0.0,0.3,0.4,1.4
577,Dalen Terry,SG,21,CHI,34,1,10.1,0.9,2.2,.400,0.3,1.2,.238,0.6,1.0,.606,.467,0.5,0.6,.727,0.3,1.4,1.7,1.2,0.3,0.2,0.5,1.3,2.5
578,Daniel Theis,C,31,TOT,40,1,16.8,2.5,4.7,.534,0.4,1.0,.410,2.1,3.8,.567,.577,0.8,1.1,.721,1.5,2.1,3.6,1.0,0.5,0.9,0.7,2.3,6.2
579,Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
580,Daniel Theis,C,31,LAC,39,1,17.0,2.6,4.7,.541,0.4,1.0,.421,2.2,3.8,.571,.584,0.8,1.1,.721,1.5,2.2,3.7,1.0,0.5,0.9,0.7,2.4,6.3
581,Cam Thomas,SG,22,BRK,43,28,29.7,7.7,17.4,.441,2.0,5.5,.361,5.7,11.9,.479,.499,4.0,4.8,.836,0.3,2.5,2.9,2.6,0.7,0.3,1.8,2.0,21.4
582,Amen Thompson,SF,21,HOU,34,5,18.8,2.9,5.6,.510,0.2,1.1,.158,2.7,4.5,.597,.526,1.3,2.0,.647,1.6,3.8,5.3,2.5,1.1,0.4,1.5,2.2,7.2
583,Ausar Thompson,SF,21,DET,52,27,23.8,3.5,7.3,.476,0.2,1.6,.146,3.3,5.7,.567,.492,1.2,1.8,.638,2.2,4.4,6.6,1.9,1.0,0.9,1.3,2.8,8.3
584,Klay Thompson,SF,33,GSW,48,48,30.6,6.0,14.5,.418,3.2,8.6,.373,2.8,5.8,.484,.530,1.8,1.9,.913,0.5,3.0,3.5,2.3,0.6,0.5,1.5,1.8,17.1
585,Tristan Thompson,PF,32,CLE,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8
586,JT Thor,PF,21,CHO,42,1,13.7,1.2,3.3,.367,0.5,1.4,.317,0.8,1.9,.405,.435,0.2,0.3,.538,0.9,1.7,2.6,0.4,0.2,0.4,0.3,1.0,3.0
587,Matisse Thybulle,SF,26,POR,50,18,23.3,1.9,4.8,.402,1.3,3.8,.351,0.6,1.1,.585,.539,0.3,0.4,.800,0.4,1.5,1.9,1.3,1.6,0.8,0.5,1.4,5.5
588,Xavier Tillman Sr.,C,25,MEM,34,13,20.6,2.6,6.3,.408,0.4,1.6,.226,2.2,4.7,.469,.437,0.5,1.3,.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0
589,Jacob Toppin,SF,23,NYK,4,0,3.8,0.3,0.5,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.3,0.0,0.0,0.5
590,Obi Toppin,PF,25,IND,55,28,22.4,4.2,7.4,.565,1.3,3.1,.404,2.9,4.3,.684,.651,1.0,1.3,.753,1.1,2.8,3.9,1.6,0.5,0.5,0.9,1.9,10.6
591,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6
592,Karl-Anthony Towns,PF,28,MIN,52,52,33.1,8.1,15.6,.518,2.3,5.2,.438,5.8,10.4,.558,.591,4.2,4.8,.871,1.4,7.0,8.4,3.0,0.7,0.6,2.8,3.3,22.7
593,Gary Trent Jr.,SG,25,TOR,49,19,26.2,4.3,10.2,.417,2.4,5.7,.419,1.9,4.5,.414,.534,0.6,0.9,.667,0.2,1.9,2.1,1.4,1.0,0.1,0.7,1.2,11.5
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Oscar Tshiebwe,PF,24,IND,6,0,5.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.8,1.0,.833,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.2,3.5
596,P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,.316,0.3,1.1,.313,0.1,0.2,.333,.447,0.2,0.2,1.000,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
597,P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
598,P.J. Tucker,PF,38,LAC,12,0,14.4,0.3,1.2,.286,0.3,0.9,.273,0.1,0.3,.333,.393,0.3,0.3,1.000,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
599,Myles Turner,C,27,IND,52,52,27.4,6.3,11.9,.524,1.4,4.1,.336,4.9,7.9,.621,.581,3.3,4.3,.783,1.6,5.3,6.9,1.3,0.6,1.8,1.4,3.2,17.2
600,Hunter Tyson,PF,23,DEN,9,0,3.0,0.1,0.8,.143,0.0,0.7,.000,0.1,0.1,1.000,.143,0.0,0.0,,0.0,0.7,0.7,0.1,0.0,0.0,0.2,0.7,0.2
601,Stanley Umude,SG,24,DET,17,0,11.2,1.5,3.1,.481,1.0,1.8,.548,0.5,1.2,.381,.644,1.3,1.4,.917,0.2,1.6,1.8,0.5,0.2,0.3,0.6,1.6,5.2
602,Jonas Valančiūnas,C,31,NOP,54,54,25.7,5.4,9.5,.570,0.6,1.6,.341,4.9,7.9,.617,.599,2.4,3.0,.796,2.6,6.9,9.5,2.3,0.4,1.0,1.4,3.0,13.8
603,Jarred Vanderbilt,PF,24,LAL,29,6,20.0,2.0,3.9,.518,0.3,0.9,.296,1.8,3.0,.586,.553,0.8,1.2,.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2
604,Fred VanVleet,PG,29,HOU,47,47,36.7,5.5,13.5,.409,2.9,7.7,.374,2.6,5.8,.456,.516,2.6,3.0,.859,0.4,3.4,3.7,8.2,1.1,1.0,1.6,2.2,16.5
605,Devin Vassell,SG,23,SAS,49,43,31.7,7.0,14.9,.470,2.5,6.8,.370,4.5,8.1,.553,.554,2.5,3.1,.809,0.4,3.3,3.7,3.6,1.0,0.3,1.4,1.0,19.0
606,Sasha Vezenkov,PF,28,SAC,35,0,12.6,2.1,4.7,.448,1.1,2.9,.380,1.0,1.9,.554,.564,0.3,0.4,.769,0.9,1.6,2.5,0.4,0.5,0.2,0.3,1.0,5.6
607,Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
608,Nikola Vučević,C,33,CHI,49,47,34.3,7.5,15.8,.476,1.1,4.1,.277,6.4,11.7,.546,.512,1.5,1.7,.857,2.7,7.9,10.6,3.5,0.7,0.9,1.4,2.5,17.6
609,Dean Wade,PF,27,CLE,44,30,21.1,1.8,4.5,.411,1.5,3.9,.398,0.3,0.6,.500,.584,0.3,0.4,.789,0.8,3.5,4.3,0.8,0.8,0.4,0.4,1.9,5.6
610,Franz Wagner,SF,22,ORL,45,45,33.3,7.9,16.4,.479,1.7,5.2,.322,6.2,11.2,.551,.530,3.8,4.5,.851,1.1,4.5,5.6,4.1,1.1,0.4,2.0,2.3,21.2
611,Moritz Wagner,C,26,ORL,51,1,18.5,4.2,7.2,.585,0.5,1.5,.329,3.7,5.7,.655,.621,2.2,2.7,.793,1.5,2.9,4.5,1.2,0.5,0.3,1.2,2.2,11.2
612,Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
613,Jabari Walker,SF,21,POR,48,14,22.2,3.1,6.5,.470,0.6,2.0,.278,2.5,4.5,.556,.513,1.8,2.3,.750,1.9,4.5,6.4,0.8,0.6,0.4,1.0,2.3,8.4
614,Jarace Walker,PF,20,IND,17,0,10.2,1.6,3.9,.424,0.7,1.9,.375,0.9,2.0,.471,.515,0.4,0.4,.857,0.5,1.2,1.7,1.2,0.5,0.4,0.6,1.0,4.4
615,Lonnie Walker IV,SG,25,BRK,32,0,18.4,4.3,9.0,.474,2.1,4.9,.433,2.1,4.1,.523,.592,1.0,1.3,.767,0.3,1.8,2.0,1.5,0.7,0.3,1.1,1.2,11.7
616,Cason Wallace,SG,20,OKC,53,9,20.8,2.6,5.2,.502,1.2,2.8,.409,1.5,2.4,.611,.613,0.4,0.5,.846,0.6,1.6,2.2,1.3,0.7,0.4,0.5,1.7,6.8
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Jordan Walsh,SF,19,BOS,3,0,5.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,1.7,2.0,0.7,0.3,0.0,0.0,0.7,0.7
619,P.J. Washington,PF,25,TOT,46,18,29.3,5.2,11.5,.447,1.7,5.5,.316,3.4,6.0,.567,.523,1.5,2.1,.704,1.2,4.1,5.3,2.2,0.8,0.7,1.5,2.5,13.5
620,P.J. Washington,PF,25,CHO,44,17,29.2,5.2,11.6,.446,1.8,5.5,.324,3.4,6.0,.558,.524,1.5,2.1,.713,1.2,4.1,5.3,2.2,0.9,0.7,1.5,2.5,13.6
621,P.J. Washington,PF,25,DAL,2,1,30.0,5.0,10.5,.476,0.5,4.5,.111,4.5,6.0,.750,.500,1.0,2.0,.500,0.5,4.5,5.0,2.0,0.5,0.0,2.0,2.5,11.5
622,TyTy Washington Jr.,PG,22,MIL,4,0,4.0,0.3,1.5,.167,0.3,0.8,.333,0.0,0.8,.000,.250,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.5,0.0,0.8
623,Yuta Watanabe,SF,29,TOT,30,0,13.6,1.3,3.6,.367,0.8,2.7,.305,0.5,0.9,.556,.482,0.3,0.5,.667,0.4,1.2,1.6,0.4,0.4,0.2,0.6,1.2,3.8
624,Yuta Watanabe,SF,29,PHO,29,0,13.2,1.2,3.3,.361,0.8,2.6,.320,0.4,0.8,.500,.485,0.3,0.5,.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6
625,Yuta Watanabe,SF,29,MEM,1,0,25.0,5.0,12.0,.417,1.0,7.0,.143,4.0,5.0,.800,.458,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,11.0
626,Lindy Waters III,SG,26,OKC,22,0,7.6,1.0,2.4,.442,1.0,2.2,.438,0.1,0.2,.500,.644,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.2,0.2,0.8,3.0
627,Trendon Watford,PF,23,BRK,37,0,11.7,2.3,4.3,.535,0.3,0.9,.344,2.0,3.4,.583,.569,0.8,1.0,.861,0.9,1.8,2.7,1.5,0.4,0.2,0.7,1.5,5.7
628,Peyton Watson,SF,21,DEN,52,4,18.3,2.7,5.6,.476,0.7,2.1,.330,2.0,3.5,.564,.538,0.9,1.3,.700,0.6,2.3,2.9,1.0,0.6,0.9,0.7,1.8,6.9
629,Victor Wembanyama,C,20,SAS,48,48,28.4,7.5,16.0,.468,1.6,4.9,.319,5.9,11.1,.534,.517,3.9,4.8,.811,2.1,7.9,10.1,3.2,1.1,3.2,3.5,2.2,20.4
630,Blake Wesley,SG,20,SAS,33,1,12.6,1.6,3.2,.519,0.1,0.7,.174,1.5,2.5,.617,.538,0.6,1.1,.556,0.2,0.9,1.2,2.6,0.6,0.1,0.7,1.6,4.0
631,Russell Westbrook,PG,35,LAC,52,10,23.0,4.5,9.8,.464,0.7,2.4,.288,3.8,7.4,.521,.499,1.6,2.3,.664,1.4,4.0,5.4,4.6,1.1,0.4,2.1,1.8,11.3
